"V1" "V2" "V3"
"1" 1.62114166647493 2.5539221188688 9.15061849202844
"2" -0.200433929401347 1.17558773064176 1.42218027249071
"3" 1.88717645362055 2.23953724731913 8.57696204922956
"4" -0.117083247134297 0.510763980362881 0.274588330395644
"5" 1.55935275104197 3.72143291062429 16.2806439104597
"6" 1.51232107651334 2.49558857374038 8.51507736784998
"7" -0.324356043493062 0.0324043673278809 0.106256885972393
"8" 2.11841580723372 0.285271541092198 4.56906538449482
"9" 0.902032035619958 0.686099201122454 1.28439390706555
"10" 1.55968895544152 2.53610880961477 8.86447753193188
"11" 1.02101359099074 2.63097803277238 7.96451416191862
"12" 2.63903896199559 3.41380725070499 18.6186065878967
"13" 2.73793936298454 2.97362442002263 16.3387541467351
"14" 0.0840896423650671 0.19013032268922 0.0432206075589917
"15" 1.82904826596785 2.72273037720664 10.7586782662038
"16" -1.56678490632676 -0.935525461810601 3.3300228323893
"17" -0.36705527682721 0.0153151457289497 0.134964129935399
"18" 1.63552795502138 3.28566062471713 13.470517432473
"19" 1.35399078213633 2.51061703993866 8.13648895934053
"20" 1.12680537164578 0.0110057840265428 1.26981147285183
"21" 1.94256602079812 3.26706358309099 14.4472672011188
"22" 2.99736409271147 3.79198642340869 23.3633525395919
"23" 3.28289284140201 5.03634007476282 36.1421067567905
"24" 2.08062293245032 3.14617729764784 14.2274233752728
"25" -0.078814733653734 1.76676973436899 3.12768705652318
"26" 1.63932767077611 1.65933657685662 5.44079308746644
"27" -0.114542615141668 -0.929365352526342 0.876839969159904
"28" 0.419578508324136 -0.299054829131931 0.265479915474636
"29" 3.59260258513439 4.61908149887198 34.2427072279357
"30" 0.944816741678239 2.23454882639868 5.8858871329152
"31" 1.2888801534754 1.94835969688504 5.45731755846873
"32" 1.96822491625299 2.37394856173457 9.5095410947207
"33" -1.19989756666098 0.287165801327503 1.52221836793101
"34" 3.00870953631948 3.31529355435807 20.0435044255079
"35" -0.383949519575492 -0.570389736477798 0.472761685061463
"36" 1.97395902156749 3.23088457610751 14.3351293629571
"37" 2.3221366015916 2.60870054972794 12.1976369546022
"38" 3.10315230241197 3.82406022298937 24.2529908010142
"39" 0.302697383251709 0.703803659111155 0.586965296405683
"40" 1.78581044260914 2.7106520677211 10.5367535691726
"41" 2.03495354192254 3.03920917840616 13.3778283478913
"42" 2.43294404436242 3.61953954511483 19.0202832416487
"43" 1.12674975549628 1.49553729916299 3.50619682469865
"44" -2.09495087419734 -1.00679161418742 5.4024485196983
"45" 2.29072646820535 3.6362282044618 18.46958330706
"46" 0.6272529446733 1.8383357965806 3.77292475759097
"47" -0.150141234525151 1.437702758509 2.08953161212912
"48" 0.23270898852845 1.09013587324421 1.24254969547584
"49" -0.02255825534948 -0.933273994916168 0.871509224471197
"50" 1.68550089382235 1.71094855322647 5.76825821486369
"51" 2.00838148958363 2.66934227761743 11.158984402778
"52" -0.0489612856050811 0.613188164756277 0.378396932885274
"53" 2.6371285207918 3.70780936039753 20.7022970882251
"54" 3.56270499611547 3.9041559482188 27.9353005573583
"55" 0.665821107656437 0.110673548729023 0.45556638178912
"56" -1.1609867098734 -0.924009956565011 2.20168454033394
"57" 1.10282354580937 2.05541869362573 5.44096577929768
"58" 2.01379098287442 3.95587262929483 19.7042823819103
"59" 2.51512224738827 2.83719109935679 14.3754932535768
"60" 2.30368502862119 3.07781375499582 14.7799022215349
"61" 0.238201749862164 -0.501583277653925 0.308325858059451
"62" 0.218535766889705 1.17422693220993 1.4265667697372
"63" 3.17428628915278 4.16032428250795 27.3843915811286
"64" 1.34576586951203 0.766111504044915 2.39801261217344
"65" 0.919844693649365 1.38531935842379 2.76522398525859
"66" 2.2007978965772 1.89583926238307 8.43771789037183
"67" -0.842848593867267 0.688661373416059 1.18464823941932
"68" 0.132600802602406 0.238981816836841 0.0746952816294394
"69" -0.875046692386687 -0.159922243192009 0.791281837724446
"70" -1.17803133965341 -1.90262053972792 5.00772275540016
"71" 0.662796396446658 0.611166845293934 0.812823975929214
"72" 1.97313854987033 2.41798243898877 9.73991481224245
"73" 1.55265312419836 2.15653499454026 7.06137490675967
"74" 1.33213321878954 2.64284014937164 8.7591829677333
"75" 0.767546944902597 0.852309262175929 1.31555939102019
"76" -1.12030134345252 -0.0542367420780051 1.25801672433275
"77" 0.465118579293597 0.465995706028766 0.433487290841342
"78" 0.988547700967248 1.5804384263317 3.47501217651344
"79" 1.52664833050928 2.66174107672802 9.415520684588
"80" -0.161725567628596 0.957402037970156 0.942773821534199
"81" 0.686110956551921 2.30058170065629 5.76342440609519
"82" -0.22207783409074 0.049302722776057 0.0517493228675671
"83" 0.431687965598267 0.667631644017395 0.632086511735741
"84" -1.26164226635919 0.83210830213898 2.28414543475256
"85" 1.87899925620566 2.63589045037652 10.4785566712076
"86" -0.115455518923231 1.37333637259215 1.8993827691344
"87" 1.1609457618567 1.70365125464547 4.25022265942812
"88" 1.81852477063383 2.96974887239435 12.1264407064963
"89" 0.120031798497591 0.964019491596582 0.943741212828699
"90" 1.3025166223642 2.4127320812351 7.51782564735613
"91" -0.211456791450874 -1.10278987490733 1.26085948284882
"92" -1.44496692922151 1.23548787192402 3.61435970821518
"93" 1.55140454649492 1.7654465757397 5.52365767867611
"94" 1.76514853408622 2.47910185020413 9.26169533107227
"95" -1.49928200703423 -0.219525412741771 2.29603794345603
"96" 0.7271218406849 0.73727548314893 1.07228130925348
"97" -1.8346575809371 -1.35871658228462 5.21207919026517
"98" -0.99527505055063 -1.15637420735452 2.32777373368335
